,Date,Location,MinTemp,MaxTemp,Rainfall,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,Temp9am,Temp3pm,RainToday,RISK_MM,RainTomorrow
16325,8/22/2013,Newcastle,5.2,18.6,0,,,,,NW,NW,19,28,54,35,,,6,5,11.4,18.2,No,0,No
16326,8/23/2013,Newcastle,9.7,21.3,0,,,,,SW,NW,19,19,55,34,,,7,7,13.5,18.9,No,0,No
16327,8/24/2013,Newcastle,11.6,21.7,0,,,,,NW,SE,15,9,60,47,,,0,1,16.4,19.8,No,0,No
16328,8/25/2013,Newcastle,7.2,24.5,0,,,,,NW,NW,9,9,69,26,,,0,0,14.9,23.8,No,0,No
16329,8/26/2013,Newcastle,7.6,22.2,0,,,,,NW,,4,0,67,54,,,0,6,14.6,20.5,No,0,No
16330,8/27/2013,Newcastle,,21.8,0,,,,,,,0,0,71,44,,,1,0,15.8,21.2,No,0,No
16331,8/28/2013,Newcastle,7.5,22.8,0,,,,,,SE,0,19,79,36,,,0,1,15.5,21.8,No,0,No
16332,8/29/2013,Newcastle,8,23,0,,,,,,SE,0,9,76,58,,,1,6,15.2,22.6,No,0,No
16333,8/30/2013,Newcastle,14.4,28.2,0,,,,,,NW,0,28,68,31,,,0,1,19.2,27.8,No,0,No
16334,8/31/2013,Newcastle,10.4,25.2,0,,,,,,SE,0,9,61,32,,,6,8,17.2,24,No,0,No
16335,9/1/2013,Newcastle,8.8,23.1,0,,,,,,SE,0,4,76,54,,,0,1,17.4,22.3,No,1.4,Yes
16336,9/2/2013,Newcastle,9.6,23,1.4,,,,,,SE,0,4,84,55,,,0,1,15.5,21.5,Yes,0,No
16337,9/3/2013,Newcastle,10.4,22.7,0,,,,,,SE,0,9,76,63,,,2,1,18,21.7,No,0,No
16338,9/4/2013,Newcastle,10.7,23.8,0,,,,,,SE,0,13,68,56,,,1,0,17.5,22.7,No,0,No
16339,9/5/2013,Newcastle,9.7,27.8,0,,,,,NE,,9,0,60,33,,,0,5,18.5,26.7,No,0,No
16340,9/6/2013,Newcastle,14.3,25.5,0,,,,,NW,SE,4,9,49,66,,,2,8,21.5,22,No,0,No
16341,9/7/2013,Newcastle,13.2,30,0,,,,,NW,NE,4,4,57,23,,,6,6,20.4,29.5,No,0.4,No
16342,9/8/2013,Newcastle,16.8,22.5,0.4,,,,,SW,SE,4,9,78,64,,,6,6,19.8,22,No,0,No
16343,9/9/2013,Newcastle,17.8,25.8,0,,,,,,,0,0,82,54,,,8,7,19.7,24.8,No,0,No
16344,9/10/2013,Newcastle,15.2,,0,,,,,NW,NW,28,37,31,23,,,0,6,24.5,29.3,No,0,No
16345,9/11/2013,Newcastle,,30.2,0,,,,,,,,,,,,,,,,,No,0,No
16346,9/12/2013,Newcastle,8.9,23.2,0,,,,,SW,SE,4,4,45,39,,,1,1,18.6,21.5,No,0,No
16347,9/13/2013,Newcastle,11.4,20,0,,,,,SW,SE,9,9,45,57,,,6,7,14.8,17.5,No,7,Yes
16348,9/14/2013,Newcastle,13,25.8,7,,,,,,SW,0,9,62,41,,,6,3,19.1,25.4,Yes,0,No
16349,9/15/2013,Newcastle,12,19.8,0,,,,,WSW,SE,4,4,71,65,,,6,5,18.2,19.3,No,0,No
16350,9/16/2013,Newcastle,12,19,0,,,,,NE,,4,0,75,93,,,8,8,17.5,16.5,No,16.2,Yes
16351,9/17/2013,Newcastle,12.6,22.7,16.2,,,,,,NW,0,28,82,45,,,6,6,17.4,21.4,Yes,0.4,No
16352,9/18/2013,Newcastle,14.2,25,0.4,,,,,NW,NW,37,41,44,30,,,5,0,22.2,24.6,No,0,No
16353,9/19/2013,Newcastle,12,24.2,0,,,,,NW,NW,4,22,48,26,,,1,0,19,23.8,No,0,No
16354,9/20/2013,Newcastle,9.7,23.7,0,,,,,NW,NW,9,37,48,20,,,0,4,17.5,22,No,0,No
16355,9/21/2013,Newcastle,8.5,21.5,0,,,,,N,SE,4,9,50,47,,,0,1,17.2,19.5,No,0,No
16356,9/22/2013,Newcastle,7.5,24.3,0,,,,,NW,SE,4,4,65,36,,,1,1,17,23,No,0.6,No
16357,9/23/2013,Newcastle,10.6,30.8,0.6,,,,,NE,NW,4,37,55,18,,,0,0,19.7,30.5,No,0,No
16358,9/24/2013,Newcastle,14.6,31.2,0,,,,,,NW,0,19,60,22,,,8,4,17.8,30.5,No,0,No
16359,9/25/2013,Newcastle,13,30.7,0,,,,,NW,NE,4,4,37,40,,,0,1,24.4,29.5,No,0,No
16360,9/26/2013,Newcastle,12.8,35,0,,,,,NW,SW,4,46,45,16,,,0,0,23,33,No,0,No
16361,9/27/2013,Newcastle,10,23.1,0,,,,,N,NE,4,9,33,26,,,0,0,18,22,No,0,No
16362,9/28/2013,Newcastle,9.4,31.2,0,,,,,WNW,NW,9,37,49,11,,,0,0,19.5,30.1,No,0,No
16363,9/29/2013,Newcastle,10.8,23.3,0,,,,,NW,SE,4,28,36,37,,,2,1,20.7,21.8,No,0,No
16364,9/30/2013,Newcastle,9.8,30.6,0,,,,,SE,NW,9,4,45,17,,,1,1,20.5,30.1,No,0,No
16365,10/1/2013,Newcastle,12.8,33.7,0,,,,,,NW,0,28,51,72,,,8,8,19.5,22.2,No,2.4,Yes
16366,10/2/2013,Newcastle,9.8,26.7,2.4,,,,,NE,NW,4,19,47,25,,,0,1,18.6,26.5,Yes,0,No
16367,10/3/2013,Newcastle,12.5,21,0,,,,,SW,SW,4,37,42,61,,,6,7,19,16.1,No,7.6,Yes
16368,10/4/2013,Newcastle,8.8,20,7.6,,,,,SE,SE,9,9,59,62,,,6,4,15.5,18.4,Yes,0,No
16369,10/5/2013,Newcastle,7.2,29.8,0,,,,,NE,NE,4,4,62,22,,,4,5,17.5,29.1,No,0,No
16370,10/6/2013,Newcastle,12,32.8,0,,,,,,NW,0,4,39,17,,,1,3,21.7,30.6,No,0,No
16371,10/7/2013,Newcastle,14.6,21.9,0,,,,,SE,SE,28,46,53,58,,,1,6,20.2,19.6,No,0,No
16372,10/8/2013,Newcastle,10.1,22.4,0,,,,,NE,SE,4,37,69,62,,,2,6,18,19,No,0,No
16373,10/9/2013,Newcastle,8.6,29.9,0,,,,,NE,NW,4,9,77,20,,,0,0,15.6,28.8,No,0,No
16374,10/10/2013,Newcastle,13.8,34.4,0,,,,,NW,NW,9,46,34,15,,,0,0,23.5,33.8,No,0,No
16375,10/11/2013,Newcastle,14,23,0,,,,,SW,NE,11,9,78,56,,,6,1,20.2,21.3,No,0,No
16376,10/12/2013,Newcastle,11.4,29.5,0,,,,,NE,NE,4,11,78,47,,,0,0,17.8,28.2,No,0,No
16377,10/13/2013,Newcastle,16.4,35.2,0,,,,,NW,NW,9,65,53,11,,,4,1,25.8,34.8,No,0,No
16378,10/14/2013,Newcastle,13,20,0,,,,,,SE,0,22,62,46,,,6,2,15.7,19,No,0.2,No
16379,10/15/2013,Newcastle,8,24.3,0.2,,,,,SW,SW,4,15,53,26,,,0,0,15.5,23.4,No,0,No
16380,10/16/2013,Newcastle,8.3,29.5,0,,,,,NW,N,4,9,48,17,,,1,0,16.6,29,No,0,No
16381,10/17/2013,Newcastle,12.4,34,0,,,,,NW,NW,9,41,32,23,,,1,2,24,33.6,No,0,No
16382,10/18/2013,Newcastle,14.5,20,0,,,,,SE,SE,4,4,39,46,,,7,6,17.5,19.7,No,0,No
16383,10/19/2013,Newcastle,8,23.3,0,,,,,,,0,,62,,,,1,,17.4,,No,0,No
16384,10/20/2013,Newcastle,13.8,29.2,0,,,,,NE,SE,9,9,84,46,,,1,1,18,28,No,0,No
16385,10/21/2013,Newcastle,14.8,35,0,,,,,NW,NW,9,9,55,17,,,0,0,23.6,34.5,No,0,No
16386,10/22/2013,Newcastle,18.6,28.2,0,,,,,SE,SE,9,9,73,59,,,6,5,23.4,27.7,No,0,No
16387,10/23/2013,Newcastle,19.4,35.8,0,,,,,,NW,0,41,55,21,,,5,2,25.8,35.5,No,0,No
16388,10/24/2013,Newcastle,14.5,28.6,0,,,,,SW,SW,9,9,41,13,,,2,1,21.8,28,No,0,No
16389,10/25/2013,Newcastle,10,22.8,0,,,,,SW,SE,4,9,31,36,,,0,1,17.5,22,No,0,No
16390,10/26/2013,Newcastle,9.8,,0,,,,,NW,SE,9,19,54,51,,,4,2,16.4,21.5,No,0,No
16391,10/27/2013,Newcastle,,24.7,0,,,,,,SE,,9,,52,,,,6,,23.4,No,0,No
16392,10/28/2013,Newcastle,10.6,27.2,0,,,,,,SE,0,9,77,55,,,8,3,18.4,24.5,No,0,No
16393,10/29/2013,Newcastle,16,31.5,0,,,,,NW,SE,4,37,65,99,,,7,7,19.8,16.6,No,35.8,Yes
16394,10/30/2013,Newcastle,,21.4,35.8,,,,,SW,SW,9,9,68,51,,,2,2,17.8,21,Yes,0,No
16395,10/31/2013,Newcastle,11,23.5,0,,,,,NE,NE,4,4,70,49,,,2,1,18.2,23.5,No,0,No
16396,11/1/2013,Newcastle,16.5,23.3,0,,,,,,SE,0,9,67,58,,,8,6,20.7,23.2,No,0,No
16397,11/2/2013,Newcastle,13.2,34.2,0,,,,,NW,NW,4,9,72,20,,,4,5,20,33.4,No,0,No
16398,11/3/2013,Newcastle,16.2,34.8,0,,,,,NW,NW,4,56,27,15,,,1,7,26.5,33.5,No,0,No
16399,11/4/2013,Newcastle,10.2,19.4,0,,,,,SE,SE,15,46,46,46,,,6,1,17.5,17.8,No,0,No
16400,11/5/2013,Newcastle,,20.7,0,,,,,SE,SE,9,19,65,51,,,8,6,17.5,19.5,No,0,No
16401,11/6/2013,Newcastle,8.8,23.7,0,,,,,NE,SE,4,28,70,49,,,1,0,17.5,23.5,No,0,No
16402,11/7/2013,Newcastle,11.6,29,0,,,,,N,SE,4,15,69,46,,,0,0,18.8,28.2,No,0,No
16403,11/8/2013,Newcastle,14.7,34.8,0,,,,,N,NE,4,9,58,27,,,0,1,23,33.5,No,0,No
16404,11/9/2013,Newcastle,19.5,36.2,0,,,,,,NE,0,37,60,25,,,8,6,23.8,35.5,No,0,No
16405,11/10/2013,Newcastle,15,22.8,0,,,,,SE,SE,19,28,61,64,,,7,8,19.8,21,No,62.6,Yes
16406,11/11/2013,Newcastle,15,21.7,62.6,,,,,SE,SE,9,28,90,75,,,8,7,18.5,20.5,Yes,2.8,Yes
16407,11/12/2013,Newcastle,14.7,21.8,2.8,,,,,,,0,0,82,95,,,8,6,19.9,18.5,Yes,4,Yes
16408,11/13/2013,Newcastle,13.8,27,4,,,,,,SE,0,11,94,43,,,0,2,18.4,26.4,Yes,0,No
16409,11/14/2013,Newcastle,13.5,26.7,0,,,,,,SE,0,15,51,48,,,0,0,21.7,25.2,No,0,No
16410,11/15/2013,Newcastle,17,25.2,0,,,,,SW,SE,4,28,65,60,,,4,5,22.2,23.5,No,0.2,No
16411,11/16/2013,Newcastle,14.2,21.4,0.2,,,,,SE,SE,9,19,68,85,,,8,7,19.2,18.5,No,9.2,Yes
16412,11/17/2013,Newcastle,12.3,17.4,9.2,,,,,,NW,0,4,96,93,,,8,8,15.2,15.4,Yes,132.5,Yes
16413,11/18/2013,Newcastle,11.2,21.8,132.5,,,,,SE,NW,37,4,99,83,,,8,8,16.5,17.6,Yes,14.8,Yes
16414,11/19/2013,Newcastle,14.5,23.8,14.8,,,,,,SE,0,46,84,79,,,8,5,19,20.5,Yes,2,Yes
16415,11/20/2013,Newcastle,14.2,26,2,,,,,,SE,0,4,81,62,,,4,3,20.5,26,Yes,0,No
16416,11/21/2013,Newcastle,17.2,27.5,0,,,,,NE,NE,4,9,74,60,,,5,2,23,27.5,No,2.6,Yes
16417,11/22/2013,Newcastle,18.7,23.8,2.6,,,,,NE,NE,4,9,82,77,,,8,8,20.4,22,Yes,15,Yes
16418,11/23/2013,Newcastle,,22.2,15,,,,,,NE,0,4,95,94,,,7,8,19.2,17.8,Yes,6.4,Yes
16419,11/24/2013,Newcastle,13.8,23.7,6.4,,,,,SE,SE,4,19,80,52,,,5,4,20.2,23.2,Yes,0,No
16420,11/25/2013,Newcastle,16.4,23,0,,,,,,SE,0,9,70,87,,,5,7,20.7,16.9,No,8.8,Yes
16421,11/26/2013,Newcastle,11.5,22.2,8.8,,,,,SW,SE,4,19,60,51,,,1,2,19.4,22,Yes,0,No
16422,11/27/2013,Newcastle,12.9,24.1,0,,,,,NW,NE,4,4,57,54,,,1,1,19.8,23.5,No,0,No
16423,11/28/2013,Newcastle,13.8,34.8,0,,,,,,NW,0,4,76,29,,,1,1,19.8,32,No,6,Yes
16424,11/29/2013,Newcastle,17.2,21.2,6,,,,,,SE,0,9,97,87,,,8,8,19.5,20.2,Yes,23,Yes
16425,11/30/2013,Newcastle,14.4,21.2,23,,,,,,SE,0,9,87,63,,,7,6,17,19.9,Yes,0,No
16426,12/1/2013,Newcastle,14,23.2,0,,,,,,SE,0,9,70,58,,,6,5,19.8,23.1,No,0,No
16427,12/2/2013,Newcastle,13.3,24.5,0,,,,,,NE,0,9,56,51,,,3,5,20.6,24.3,No,0,No
16428,12/3/2013,Newcastle,13.5,25.5,0,,,,,,NE,0,15,72,23,,,1,0,20.5,25.1,No,0,No
16429,12/4/2013,Newcastle,13.6,32,0,,,,,NE,NE,2,4,74,38,,,4,6,20.2,31.5,No,1.4,Yes
16430,12/5/2013,Newcastle,,28.5,1.4,,,,,,NW,,37,,34,,,,6,,24.5,Yes,0,No
16431,12/6/2013,Newcastle,11.5,22,0,,,,,SW,SE,9,9,43,38,,,0,4,18,21,No,0,No
16432,12/7/2013,Newcastle,11.5,25.2,0,,,,,,SE,0,11,71,41,,,2,5,19.7,25,No,0,No
16433,12/8/2013,Newcastle,14.6,29.2,0,,,,,NE,NE,4,9,47,75,,,0,1,22.5,23.5,No,0,No
16434,12/9/2013,Newcastle,16.9,35.5,0,,,,,,NE,0,4,63,35,,,3,3,23.6,34,No,0,No
16435,12/10/2013,Newcastle,22.9,35.5,0,,,,,NW,SW,4,28,58,26,,,6,6,26,35.5,No,0,No
16436,12/11/2013,Newcastle,19,27.5,0,,,,,,NW,0,15,69,54,,,6,6,23.5,27.5,No,0,No
16437,12/12/2013,Newcastle,18.4,27.5,0,,,,,,SE,0,28,78,58,,,6,2,22.5,26,No,0,No
16438,12/13/2013,Newcastle,17.2,29.5,0,,,,,,NE,0,9,76,92,,,0,1,21.9,28.8,No,0,No
16439,12/14/2013,Newcastle,19.1,27,0,,,,,NW,SE,4,19,72,64,,,7,4,25,25,No,0,No
16440,12/15/2013,Newcastle,17.1,26.2,0,,,,,NE,,4,,,,,,7,,22.5,,No,0,No
16441,12/16/2013,Newcastle,18.5,26.2,0,,,,,NE,SW,4,22,64,60,,,6,5,24.3,25,No,0,No
16442,12/17/2013,Newcastle,16.5,27.5,0,,,,,N,NE,4,4,66,85,,,5,1,22.8,22.5,No,0,No
16443,12/18/2013,Newcastle,18,27.2,0,,,,,NE,SE,4,11,67,49,,,4,1,22.9,26.8,No,0,No
16444,12/19/2013,Newcastle,16.5,29.2,0,,,,,,NE,0,19,68,54,,,1,1,22.6,28.4,No,0,No
16445,12/20/2013,Newcastle,17.1,37.7,0,,,,,NE,NW,4,4,68,20,,,1,1,23.8,37.2,No,0,No
16446,12/21/2013,Newcastle,22.7,26.5,0,,,,,SE,SE,22,22,74,70,,,6,6,24.7,25,No,0,No
16447,12/22/2013,Newcastle,21.3,35.8,0,,,,,,NE,0,4,81,44,,,8,8,24,34.5,No,0,No
16448,12/23/2013,Newcastle,20.8,35,0,,,,,,NW,0,11,59,31,,,8,7,27.4,34,No,4.4,Yes
16449,12/24/2013,Newcastle,18.4,,4.4,,,,,SE,SE,9,9,97,75,,,8,8,18.8,21,Yes,0,No
16450,12/25/2013,Newcastle,,23.5,0,,,,,,,,,,,,,,,,,No,12,Yes
16451,12/26/2013,Newcastle,18,27.7,12,,,,,SE,SE,9,28,73,60,,,6,1,23.5,25,Yes,0,No
16452,12/27/2013,Newcastle,17.6,26.3,0,,,,,SE,SE,9,9,69,64,,,5,4,23.3,25.5,No,0,No
16453,12/28/2013,Newcastle,18.2,28.6,0,,,,,NE,NE,9,15,71,60,,,7,2,23,27.8,No,0,No
16454,12/29/2013,Newcastle,18.1,23.5,0,,,,,SE,SE,37,37,78,54,,,8,7,22.3,23,No,0,No
16455,12/30/2013,Newcastle,,25.3,0,,,,,NE,SE,4,19,59,49,,,5,2,21.6,24,No,0,No
16456,12/31/2013,Newcastle,15.6,28.3,0,,,,,,NE,0,9,68,52,,,5,1,21.8,27.8,No,0.4,No
16457,1/1/2014,Newcastle,18.6,30.1,0.4,,,,,NE,NE,4,19,66,52,,,2,6,24.8,29,No,0.6,No
16458,1/2/2014,Newcastle,21.6,,0.6,,,,,,,0,0,75,71,,,6,7,25.8,29,No,0,No
16459,1/3/2014,Newcastle,20.8,29.2,0,,,,,NE,SE,4,28,65,68,,,8,1,23.8,28.2,No,0,No
16460,1/4/2014,Newcastle,21.6,26.5,0,,,,,SW,SE,9,9,75,62,,,7,5,24.4,26.5,No,0,No
16461,1/5/2014,Newcastle,20.8,30.8,0,,,,,SE,NE,9,15,79,53,,,7,3,23.8,30.5,No,0,No
16462,1/6/2014,Newcastle,18.4,30.2,0,,,,,SW,SE,9,28,34,30,,,1,0,27.1,27.6,No,0,No
16463,1/7/2014,Newcastle,19.1,23,0,,,,,SE,SE,19,19,74,63,,,8,8,20.5,21.9,No,0,No
16464,1/8/2014,Newcastle,17,25.5,0,,,,,SE,SE,4,4,62,51,,,6,5,22.6,23.4,No,0,No
16465,1/9/2014,Newcastle,13.8,25.9,0,,,,,SE,SE,4,9,50,56,,,6,6,22.5,24.2,No,0,No
16466,1/10/2014,Newcastle,17.2,29.5,0,,,,,NE,SE,4,19,44,47,,,6,6,22.5,28.2,No,0,No
16467,1/11/2014,Newcastle,18.8,32,0,,,,,,NE,0,9,65,43,,,0,1,24.4,31.6,No,0,No
16468,1/12/2014,Newcastle,18.2,,0,,,,,,NE,0,19,71,58,,,5,1,25.1,28.5,No,0,No
16469,1/13/2014,Newcastle,,,0,,,,,,,,,,,,,,,,,No,0,No
16470,1/14/2014,Newcastle,,,0,,,,,,,,,,,,,,,,,No,0,No
16471,1/15/2014,Newcastle,,,0,,,,,,,,,,,,,,,,,No,0,No
16472,1/16/2014,Newcastle,,33.7,0,,,,,,,,,,,,,,,,,No,0,No
16473,1/17/2014,Newcastle,16.7,31.7,0,,,,,NE,NE,4,19,75,49,,,0,0,24,31.3,No,0,No
16474,1/18/2014,Newcastle,17.6,33.7,0,,,,,,SE,0,19,71,50,,,0,0,23.5,32.9,No,0,No
16475,1/19/2014,Newcastle,19.2,28.2,0,,,,,NE,SE,4,15,75,59,,,1,0,23.5,27,No,0,No
16476,1/20/2014,Newcastle,21.4,28.5,0,,,,,,SE,0,19,75,66,,,5,6,25.1,27,No,0.8,No
16477,1/21/2014,Newcastle,21.3,25,0.8,,,,,SE,SE,4,9,98,85,,,8,8,22.2,24.2,No,1,No
16478,1/22/2014,Newcastle,22,25,1,,,,,SE,SSE,19,19,74,68,,,7,8,24.2,23.1,No,1,No
16479,1/23/2014,Newcastle,19.2,25,1,,,,,NE,SE,4,4,92,84,,,8,8,20.1,23,No,0,No
16480,1/24/2014,Newcastle,19.4,29.7,0,,,,,NE,,28,,68,,,,6,,24.5,,No,8.4,Yes
16481,1/25/2014,Newcastle,18.8,25.2,8.4,,,,,SW,SE,4,37,72,51,,,6,6,23.6,23.5,Yes,0.4,No
16482,1/26/2014,Newcastle,16.5,25,0.4,,,,,NE,SE,4,19,61,45,,,7,4,21.8,23.5,No,0,No
16483,1/27/2014,Newcastle,15.5,28,0,,,,,NE,,9,,59,,,,0,,22.5,,No,0,No
16484,1/28/2014,Newcastle,17.2,29.8,0,,,,,NE,SE,9,37,58,51,,,0,1,23.8,28.6,No,0,No
16485,1/29/2014,Newcastle,18.2,32.8,0,,,,,NW,SE,4,19,59,37,,,0,0,23,32.5,No,0,No
16486,1/30/2014,Newcastle,18,31.2,0,,,,,NE,NE,9,19,57,39,,,0,0,24.2,30.7,No,0,No
16487,1/31/2014,Newcastle,17.7,33,0,,,,,NE,NW,4,9,59,36,,,0,0,23,33,No,0,No
16488,2/1/2014,Newcastle,19.2,,0,,,,,SW,SE,4,9,71,61,,,5,4,24.5,27.4,No,0,No
16489,2/2/2014,Newcastle,,30.8,0,,,,,,NE,,28,,47,,,,0,,30,No,0,No
16490,2/3/2014,Newcastle,19.8,31.2,0,,,,,NE,NE,28,28,58,43,,,0,0,23.8,30.8,No,0,No
16491,2/4/2014,Newcastle,18.8,30,0,,,,,SW,SE,4,28,71,71,,,5,6,24.5,24.5,No,0,No
16492,2/5/2014,Newcastle,17.1,24.8,0,,,,,SE,SE,9,28,60,49,,,8,6,21,23.5,No,0.2,No
16493,2/6/2014,Newcastle,16.6,24.3,0.2,,,,,,SE,0,4,73,54,,,8,7,20.5,23.2,No,0,No
16494,2/7/2014,Newcastle,14.8,30.8,0,,,,,NE,,4,,63,,,,1,,22.5,,No,0,No
16495,2/8/2014,Newcastle,14.4,30.8,0,,,,,,SE,0,19,68,46,,,0,0,22.8,30,No,0,No
16496,2/9/2014,Newcastle,18,33.6,0,,,,,NE,NE,4,19,78,39,,,1,0,22,32.5,No,0,No
16497,2/10/2014,Newcastle,17.8,,0,,,,,SW,NE,4,9,77,61,,,8,1,23.5,27.8,No,0,No
16498,2/11/2014,Newcastle,,28.3,0,,,,,,,,,,,,,,,,,No,0,No
16499,2/12/2014,Newcastle,21.2,29.8,0,,,,,NE,SE,4,9,64,60,,,1,1,25.9,28.1,No,0,No
16500,2/13/2014,Newcastle,20.8,30.9,0,,,,,NE,NE,4,19,67,51,,,1,8,24.5,29,No,1.2,Yes
16501,2/14/2014,Newcastle,19.5,25,1.2,,,,,,SE,0,4,95,80,,,8,8,20.6,23.5,Yes,1.6,Yes
16502,2/15/2014,Newcastle,20,25.8,1.6,,,,,,,0,0,96,81,,,8,8,21.2,24.8,Yes,1.2,Yes
16503,2/16/2014,Newcastle,20.8,25.7,1.2,,,,,,,0,0,91,96,,,8,8,24,24,Yes,15,Yes
16504,2/17/2014,Newcastle,18.8,25.2,15,,,,,SE,SE,9,19,68,66,,,3,7,23,23.5,Yes,0,No
16505,2/18/2014,Newcastle,19.7,24.8,0,,,,,,SE,0,4,86,83,,,8,8,21,23,No,0,No
16506,2/19/2014,Newcastle,19.7,32,0,,,,,,SE,0,4,84,72,,,5,8,24.4,27,No,46.8,Yes
16507,2/20/2014,Newcastle,21.4,27.3,46.8,,,,,SE,NE,4,9,64,62,,,6,6,24.5,26.5,Yes,0,No
16508,2/21/2014,Newcastle,19.8,25.5,0,,,,,SE,NE,15,9,38,41,,,8,4,21.4,25.1,No,0,No
16509,2/22/2014,Newcastle,19.3,25.5,0,,,,,SE,SE,9,9,63,56,,,6,3,22.6,25.2,No,0,No
16510,2/23/2014,Newcastle,19.8,24.8,0,,,,,SE,SE,9,28,69,58,,,8,7,21.6,24.4,No,2,Yes
16511,2/24/2014,Newcastle,18.8,27.2,2,,,,,,SE,0,19,87,59,,,4,6,21.4,26.5,Yes,0,No
16512,2/25/2014,Newcastle,18.8,29.3,0,,,,,,NW,0,15,77,41,,,4,5,22.2,29,No,0,No
16513,2/26/2014,Newcastle,17.7,34.2,0,,,,,NW,SE,4,9,73,37,,,4,7,22.5,33,No,0,No
16514,2/27/2014,Newcastle,20.7,27.5,0,,,,,SW,SE,4,15,84,72,,,6,8,23.5,26,No,31.1,Yes
16515,2/28/2014,Newcastle,18.3,22.8,31.1,,,,,,SE,0,9,98,88,,,8,8,20.2,21.8,Yes,21.8,Yes
16516,3/1/2014,Newcastle,18.8,24,21.8,,,,,,,0,0,91,73,,,8,8,20,23,Yes,8,Yes
16517,3/2/2014,Newcastle,17.8,24.5,8,,,,,,SE,0,9,96,68,,,7,6,19,24.5,Yes,1,No
16518,3/3/2014,Newcastle,18.4,25.5,1,,,,,,SE,0,19,89,69,,,8,5,20,24.9,No,15,Yes
16519,3/4/2014,Newcastle,18.5,27.2,15,,,,,,S,0,4,74,55,,,4,3,23,26.2,Yes,0.4,No
16520,3/5/2014,Newcastle,16,30,0.4,,,,,,NE,0,4,86,53,,,1,3,20,29.2,No,0.2,No
16521,3/6/2014,Newcastle,18,26.8,0.2,,,,,,SE,0,19,88,67,,,6,7,22.3,25.8,No,0,No
16522,3/7/2014,Newcastle,18.8,28,0,,,,,,SE,0,9,95,61,,,8,4,21,27.9,No,0,No
16523,3/8/2014,Newcastle,19.4,28.5,0,,,,,NE,SE,9,19,73,53,,,2,3,23.2,27.5,No,0,No
16524,3/9/2014,Newcastle,18,27.5,0,,,,,NE,SE,4,22,70,59,,,1,5,22.5,26.5,No,0,No
16525,3/10/2014,Newcastle,18.5,28,0,,,,,N,NE,4,9,69,57,,,1,3,23.5,27.6,No,0,No
16526,3/11/2014,Newcastle,18.4,27.3,0,,,,,NE,SE,4,19,71,47,,,1,1,23,27,No,0,No
16527,3/12/2014,Newcastle,16.2,30.2,0,,,,,NE,SE,4,4,82,45,,,2,6,19.9,30,No,0,No
16528,3/13/2014,Newcastle,19.5,26.2,0,,,,,S,SE,4,4,84,65,,,6,6,21.3,26,No,0,No
16529,3/14/2014,Newcastle,17.8,29,0,,,,,,SE,0,22,78,54,,,0,2,21.4,28.5,No,0,No
16530,3/15/2014,Newcastle,17,30.8,0,,,,,NE,,4,,82,,,,3,,20.4,,No,0.4,No
16531,3/16/2014,Newcastle,18.4,31.5,0.4,,,,,,NW,0,37,69,40,,,6,8,23.5,27.8,No,1.2,Yes
16532,3/17/2014,Newcastle,13,26.5,1.2,,,,,,,0,,59,,,,0,,19,,Yes,0,No
16533,3/18/2014,Newcastle,13,29.5,0,,,,,,SE,0,9,69,37,,,0,1,18.8,28.8,No,0,No
16534,3/19/2014,Newcastle,15.5,27,0,,,,,,SE,0,9,74,71,,,0,6,22.5,25.5,No,0,No
16535,3/20/2014,Newcastle,18.4,27.8,0,,,,,,NE,0,4,75,65,,,1,6,24,26,No,2,Yes
16536,3/21/2014,Newcastle,19.7,26.5,2,,,,,,NE,0,4,95,71,,,8,7,21,25.2,Yes,0,No
16537,3/22/2014,Newcastle,16.4,29.8,0,,,,,,,0,0,88,45,,,7,1,19.4,29,No,0,No
16538,3/23/2014,Newcastle,18,29.3,0,,,,,,,0,0,89,65,,,6,5,22.9,28,No,3,Yes
16539,3/24/2014,Newcastle,18.6,24.8,3,,,,,W,,4,0,84,70,,,8,8,21.4,23.5,Yes,1,No
16540,3/25/2014,Newcastle,15.8,24.2,1,,,,,,,0,0,90,74,,,7,8,19,23.6,No,1.2,Yes
16541,3/26/2014,Newcastle,18,25.8,1.2,,,,,,,0,0,93,79,,,8,8,21.7,25.1,Yes,2.6,Yes
16542,3/27/2014,Newcastle,20.7,22.8,2.6,,,,,,,0,0,84,93,,,8,8,21.8,22,Yes,6.8,Yes
16543,3/28/2014,Newcastle,18.4,25.5,6.8,,,,,,,0,0,95,85,,,8,8,19.5,22.5,Yes,27.8,Yes
16544,4/5/2014,Newcastle,,29,,,,,,,,,,,,,,,,,,,38.2,Yes
16545,4/6/2014,Newcastle,16.5,23.2,38.2,,,,,SW,SE,9,4,66,88,,,4,6,22.4,20.8,Yes,8,Yes
16546,4/7/2014,Newcastle,15.8,22.8,8,,,,,SE,SE,4,9,84,54,,,7,6,19.5,22,Yes,0,No
16547,4/8/2014,Newcastle,16.6,25,0,,,,,,SE,0,4,70,58,,,8,6,21.4,23.2,No,0,No
16548,4/9/2014,Newcastle,15,25.7,0,,,,,,SE,0,9,74,60,,,1,4,21.5,24,No,0,No
